,annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
1359,2019,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,10530.0,7247030.0,0.001453,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
1365,2019,Traitements du risque vasculaire (hors pathologies),Traitements hypolipémiants (hors pathologies),Traitements hypolipémiants (hors pathologies),TFC_LIP_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,285330.0,3028390.0,0.094218,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1385,2019,Traitements psychotropes (hors pathologies),,,TPS_CAT_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,24960.0,5465970.0,0.004567,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
1387,2019,Traitements psychotropes (hors pathologies),,,TPS_CAT_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,13650.0,5465970.0,0.002497,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
1395,2019,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,306490.0,2925660.0,0.10476,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1407,2019,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,9530.0,2925660.0,0.003258,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
1415,2019,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,380660.0,3001380.0,0.126828,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1435,2019,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7850.0,3001380.0,0.002614,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
1458,2019,Traitements psychotropes (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),TPS_NLE_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,29950.0,315020.0,0.095067,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1476,2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,212080.0,1634700.0,0.129739,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
1504,2015,Cancers,,,CAN_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,11660.0,3028430.0,0.003849,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
1513,2015,Cancers,Autres cancers,,CAN_AUT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,186120.0,1592000.0,0.11691,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
1520,2015,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,12730.0,1592000.0,0.007997,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
1525,2015,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,6950.0,1592000.0,0.004362,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
1537,2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2500.0,764590.0,0.003267,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
1570,2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1710.0,130200.0,0.013133,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
1583,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,84810.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
1593,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,MCV_EPU_IND,Embolie pulmonaire,99,999,1470.0,84810.0,0.017333,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
1606,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,45390.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
1610,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,20010.0,45390.0,0.440893,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
1628,2015,Cancers,Cancer colorectal,,CAN_CRE_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,39730.0,339940.0,0.116864,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
1639,2015,Cancers,Cancer colorectal,,CAN_CRE_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2060.0,339940.0,0.006057,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
1640,2015,Cancers,Cancer colorectal,,CAN_CRE_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1670.0,339940.0,0.004916,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
1660,2015,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1230.0,134280.0,0.009152,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
1661,2015,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,MCV_EPU_IND,Embolie pulmonaire,99,999,1110.0,134280.0,0.008296,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
1711,2015,Cancers,Cancer de la prostate,,CAN_PRO_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2470.0,507650.0,0.004871,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
1713,2015,Cancers,Cancer de la prostate,,CAN_PRO_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1940.0,507650.0,0.003812,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
1757,2015,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,730.0,302590.0,0.002409,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
1762,2015,Cancers,Cancer du sein de la femme,,CAN_SEI_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,56000.0,686820.0,0.081541,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
1771,2015,Cancers,Cancer du sein de la femme,,CAN_SEI_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2050.0,686820.0,0.002979,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
1802,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme sous surveillance,CAN_SEI_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,39730.0,477120.0,0.08326,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
1815,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme sous surveillance,CAN_SEI_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,970.0,477120.0,0.002037,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
1843,2015,Diabète,Diabète,Diabète,DIA_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,13310.0,3589170.0,0.003709,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
1849,2015,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
1850,2015,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
1858,2015,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,MCV_EPU_IND,Embolie pulmonaire,99,999,,,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
1867,2015,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
1869,2015,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",HHP_CAT_INC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,941810.0,9507650.0,0.099058,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
1887,2015,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",HHP_CAT_INC,MCV_EPU_IND,Embolie pulmonaire,99,999,21490.0,9507650.0,0.00226,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
1918,2015,Insuffisance rénale chronique terminale,Dialyse chronique,Dialyse chronique,IRT_DCH_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,8150.0,48690.0,0.167358,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1933,2015,Insuffisance rénale chronique terminale,Dialyse chronique,Dialyse chronique,IRT_DCH_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,90.0,48690.0,0.001807,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
1944,2015,Insuffisance rénale chronique terminale,Suivi de transplantation rénale,Suivi de transplantation rénale,IRT_TRE_CHR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,2850.0,34580.0,0.082531,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
1961,2015,Insuffisance rénale chronique terminale,Suivi de transplantation rénale,Suivi de transplantation rénale,IRT_TRE_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,70.0,34580.0,0.00188,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
2013,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Accident vasculaire cérébral aigu,MCV_AVC_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,14910.0,117330.0,0.127102,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
2025,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Accident vasculaire cérébral aigu,MCV_AVC_AIG,MCV_EPU_IND,Embolie pulmonaire,99,999,640.0,117330.0,0.005412,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
2049,2015,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,140010.0,693780.0,0.201799,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
2053,2015,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,11070.0,693780.0,0.015953,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
2056,2015,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,5470.0,693780.0,0.007877,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
2059,2015,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,2720.0,693780.0,0.003918,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
2084,2015,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,8600.0,39560.0,0.217492,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
2091,2015,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1470.0,39560.0,0.037159,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
2099,2015,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,240.0,39560.0,0.006067,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
2114,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,6590.0,808470.0,0.00815,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
2115,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,3740.0,808470.0,0.004622,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
2120,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque aiguë,MCV_ICA_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,61160.0,183880.0,0.332608,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
2131,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque aiguë,MCV_ICA_AIG,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,970.0,183880.0,0.005291,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
2140,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,151080.0,624590.0,0.24189,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
2148,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,5170.0,624590.0,0.008274,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
2163,2015,Maladies cardioneurovasculaires,Maladie coronaire,,MCV_SCO_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,13390.0,1947680.0,0.006875,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
2165,2015,Maladies cardioneurovasculaires,Maladie coronaire,,MCV_SCO_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7840.0,1947680.0,0.004024,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
2184,2015,Maladies cardioneurovasculaires,Maladie coronaire,Maladie coronaire chronique,MCV_SCO_CHR,MCV_EPU_IND,Embolie pulmonaire,99,999,4950.0,1847970.0,0.00268,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
2196,2015,Maladies cardioneurovasculaires,Maladie coronaire,Syndrome coronaire aigu,MCV_SCO_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,3860.0,99710.0,0.038702,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
2204,2015,Maladies cardioneurovasculaires,Maladie coronaire,Syndrome coronaire aigu,MCV_SCO_AIG,MCV_EPU_IND,Embolie pulmonaire,99,999,90.0,99710.0,0.000873,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
2223,2015,Maladies cardioneurovasculaires,Maladie valvulaire,Maladie valvulaire,MCV_MVA_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2170.0,421100.0,0.005146,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
2226,2015,Maladies cardioneurovasculaires,Maladie valvulaire,Maladie valvulaire,MCV_MVA_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1200.0,421100.0,0.002845,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
2243,2015,Maladies cardioneurovasculaires,Troubles du rythme ou de la conduction cardiaque,Troubles du rythme ou de la conduction cardiaque,MCV_TRC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,8990.0,1570380.0,0.005725,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
2289,2015,Maladies inflammatoires ou rares ou infection VIH,,,IRV_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,2430.0,1128780.0,0.002155,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
2290,2015,Maladies inflammatoires ou rares ou infection VIH,,,IRV_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1810.0,1128780.0,0.001605,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
